name,province,type,status,effective_date,notes
New Westminster,British Columbia,City,Registered,2012-01-01,
North Coast (formerly Skeena-Queen Charlotte),British Columbia,Regional District,Registered,2012-01-01,Effective date of name change 2016-09-16
North Cowichan,British Columbia,District,Registered,2012-01-01,
North Okanagan,British Columbia,Regional District,Registered,2012-01-01,
North Saanich,British Columbia,District,Registered,2012-01-01,
North Vancouver,British Columbia,City,Registered,2012-01-01,
North Vancouver,British Columbia,District,Registered,2012-01-01,
Northern Rockies,British Columbia,Regional Municipality,Registered,2012-01-01,
Oak Bay,British Columbia,District,Registered,2012-01-01,
Okanagan-Similkameen,British Columbia,Regional District,Registered,2012-01-01,
Oliver,British Columbia,Town,Registered,2012-01-01,
Osoyoos,British Columbia,Town,Registered,2012-01-01,
Parksville,British Columbia,City,Registered,2012-01-01,
Peace River,British Columbia,Regional District,Registered,2012-01-01,
Peachland,British Columbia,District,Registered,2012-01-01,
Pemberton,British Columbia,Village,Registered,2012-01-01,
Penticton,British Columbia,City,Registered,2012-01-01,
Pitt Meadows,British Columbia,City,Registered,2012-01-01,
Port Alberni,British Columbia,City,Registered,2012-01-01,
Port Alice,British Columbia,Village,Registered,2012-01-01,
Port Clements,British Columbia,Village,Registered,2012-01-01,
Port Coquitlam,British Columbia,City,Registered,2012-01-01,
Port Edward,British Columbia,District,Registered,2012-01-01,
Port Hardy,British Columbia,District,Registered,2012-01-01,
Port McNeill,British Columbia,Town,Registered,2012-01-01,
Port Moody,British Columbia,City,Registered,2012-01-01,
Pouce Coupe,British Columbia,Village,Registered,2012-01-01,
Powell River,British Columbia,City,Registered,2012-01-01,
Powell River,British Columbia,Regional District,Registered,2012-01-01,
Prince George,British Columbia,City,Registered,2012-01-01,
Prince Rupert,British Columbia,City,Registered,2012-01-01,
Princeton,British Columbia,Town,Registered,2012-01-01,
Qualicum Beach,British Columbia,Town,Registered,2012-01-01,
Queen Charlotte,British Columbia,Village,Registered,2012-01-01,
Quesnel,British Columbia,City,Registered,2012-01-01,
Radium Hot Springs,British Columbia,Village,Registered,2012-01-01,
Revelstoke,British Columbia,City,Registered,2012-01-01,
Richmond,British Columbia,City,Registered,2012-01-01,
Rossland,British Columbia,City,Registered,2012-01-01,
Saanich,British Columbia,District,Registered,2012-01-01,
Salmo,British Columbia,Village,Registered,2012-01-01,
Salmon Arm,British Columbia,City,Registered,2012-01-01,
Sayward,British Columbia,Village,Registered,2012-01-01,
Sechelt,British Columbia,District,Registered,2012-01-01,
Sechelt,British Columbia,Indian Government District,Registered,2012-01-01,
Sicamous,British Columbia,District,Registered,2012-01-01,
Sidney,British Columbia,Town,Registered,2012-01-01,
Silverton,British Columbia,Village,Registered,2012-01-01,
Slocan,British Columbia,Village,Registered,2012-01-01,
Smithers,British Columbia,Town,Registered,2012-01-01,
Sooke,British Columbia,District,Registered,2012-01-01,
Spallumcheen,British Columbia,Township,Registered,2012-01-01,
Sparwood,British Columbia,District,Registered,2012-01-01,
Squamish,British Columbia,District,Registered,2012-01-01,
Squamish-Lillooet,British Columbia,Regional District,Registered,2012-01-01,
Stewart,British Columbia,District,Registered,2012-01-01,
Strathcona,British Columbia,Regional District,Registered,2012-01-01,
Summerland,British Columbia,District,Registered,2012-01-01,
Sun Peaks,British Columbia,Mountain Resort Municipality,Registered,2012-01-01,
Sunshine Coast,British Columbia,Regional District,Registered,2012-01-01,
Surrey,British Columbia,City,Registered,2012-01-01,
Tahsis,British Columbia,Village,Registered,2012-01-01,
Taylor,British Columbia,District,Registered,2012-01-01,
Telkwa,British Columbia,Village,Registered,2012-01-01,
Terrace,British Columbia,City,Registered,2012-01-01,
Thompson-Nicola,British Columbia,Regional District,Registered,2012-01-01,
Tofino,British Columbia,District,Registered,2012-01-01,
Trail,British Columbia,City,Registered,2012-01-01,
Tumbler Ridge,British Columbia,District,Registered,2012-01-01,
Ucluelet,British Columbia,District,Registered,2012-01-01,
Valemount,British Columbia,Village,Registered,2012-01-01,
Vancouver,British Columbia,City,Registered,2012-01-01,
Vanderhoof,British Columbia,District,Registered,2012-01-01,
Vernon,British Columbia,City,Registered,2012-01-01,
Victoria,British Columbia,City,Registered,2012-01-01,
View Royal,British Columbia,Town,Registered,2012-01-01,
Warfield,British Columbia,Village,Registered,2012-01-01,
Wells,British Columbia,District,Registered,2012-01-01,
West Kelowna,British Columbia,City,Registered,2012-01-01,
West Vancouver,British Columbia,District,Registered,2012-01-01,
Whistler,British Columbia,Resort Municipality,Registered,2012-01-01,
White Rock,British Columbia,City,Registered,2012-01-01,
Williams Lake,British Columbia,City,Registered,2012-01-01,
Zeballos,British Columbia,Village,Registered,2012-01-01,
Albert,Manitoba,Rural Municipality,Terminated,2015-01-01,
Alexander,Manitoba,Rural Municipality,Registered,2012-01-01,
Alonsa,Manitoba,Rural Municipality,Registered,2012-01-01,
Altona,Manitoba,Town,Registered,2012-01-01,
Arborg,Manitoba,Town,Registered,2012-01-01,
Archie,Manitoba,Rural Municipality,Terminated,2015-01-01,
Argyle,Manitoba,Rural Municipality,Registered,2012-01-01,
Armstrong,Manitoba,Rural Municipality,Registered,2012-01-01,
Arthur,Manitoba,Rural Municipality,Terminated,2015-01-01,
Beausejour,Manitoba,Town,Registered,2012-01-01,
Benito,Manitoba,Village,Terminated,2015-01-01,
Bifrost,Manitoba,Rural Municipality,Terminated,2015-01-01,
Bifrost-Riverton,Manitoba,Municipality,Registered,2015-01-01,
Binscarth,Manitoba,Village,Terminated,2015-01-01,
Birtle,Manitoba,Rural Municipality,Terminated,2015-01-01,
Birtle,Manitoba,Town,Terminated,2015-01-01,
Blanshard,Manitoba,Rural Municipality,Terminated,2015-01-01,
Boissevain,Manitoba,Town,Registered,2012-01-01,
Bowsman,Manitoba,Village,Terminated,2015-01-01,
Brandon,Manitoba,City,Registered,2012-01-01,
Brenda,Manitoba,Rural Municipality,Registered,2012-01-01,
Brokenhead,Manitoba,Rural Municipality,Registered,2012-01-01,
Cameron,Manitoba,Rural Municipality,Terminated,2015-01-01,
Carberry,Manitoba,Town,Registered,2012-01-01,
Carman,Manitoba,Town,Registered,2012-01-01,
Cartier,Manitoba,Rural Municipality,Registered,2012-01-01,
Cartwright,Manitoba,Village,Terminated,2015-01-01,
Cartwright-Roblin,Manitoba,Municipality,Registered,2015-01-01,
Churchill,Manitoba,Town,Registered,2012-01-01,
Clanwilliam,Manitoba,Rural Municipality,Terminated,2015-01-01,
Clanwilliam-Erickson,Manitoba,Municipality,Registered,2015-01-01,
Coldwell,Manitoba,Rural Municipality,Registered,2012-01-01,
Cornwallis,Manitoba,Rural Municipality,Registered,2012-01-01,
Crystal City,Manitoba,Village,Registered,2012-01-01,
Daly,Manitoba,Rural Municipality,Terminated,2015-01-01,
Dauphin,Manitoba,City,Registered,2012-01-01,
Dauphin,Manitoba,Rural Municipality,Registered,2012-01-01,
De Salaberry,Manitoba,Rural Municipality,Registered,2012-01-01,
Deloraine,Manitoba,Town,Terminated,2015-01-01,
Deloraine-Winchester,Manitoba,Municipality,Registered,2015-01-01,
Dufferin,Manitoba,Rural Municipality,Registered,2012-01-01,
Dunnotar,Manitoba,Village,Registered,2012-01-01,
East St. Paul,Manitoba,Rural Municipality,Registered,2012-01-01,
Edward,Manitoba,Rural Municipality,Terminated,2015-01-01,
Elkhorn,Manitoba,Village,Terminated,2015-01-01,
Ellice,Manitoba,Rural Municipality,Terminated,2015-01-01,
Ellice-Archie,Manitoba,Municipality,Registered,2015-01-01,
Elton,Manitoba,Rural Municipality,Registered,2012-01-01,
Emerson,Manitoba,Town,Terminated,2015-01-01,
Emerson-Franklin,Manitoba,Municipality,Registered,2015-01-01,
Erickson,Manitoba,Town,Terminated,2015-01-01,
Eriksdale,Manitoba,Rural Municipality,Terminated,2015-01-01,
Ethelbert,Manitoba,Rural Municipality,Registered,2012-01-01,
Ethelbert,Manitoba,Village,Registered,2012-01-01,
Fisher,Manitoba,Rural Municipality,Registered,2012-01-01,
Flin Flon,Manitoba,City,Registered,2012-01-01,
Franklin,Manitoba,Rural Municipality,Terminated,2015-01-01,
Gilbert Plains,Manitoba,Rural Municipality,Registered,2012-01-01,
Gilbert Plains,Manitoba,Town,Registered,2012-01-01,
Gillam,Manitoba,Town,Registered,2012-01-01,
Gimli,Manitoba,Rural Municipality,Registered,2012-01-01,
Gladstone,Manitoba,Town,Terminated,2015-01-01,
Glenboro,Manitoba,Village,Terminated,2015-01-01,
Glenboro-South Cypress,Manitoba,Municipality,Registered,2015-01-01,
Glenella,Manitoba,Rural Municipality,Terminated,2015-01-01,
Glenella-Lansdowne,Manitoba,Municipality,Registered,2015-01-01,
Glenwood,Manitoba,Rural Municipality,Terminated,2015-01-01,
Grahamdale,Manitoba,Rural Municipality,Registered,2012-01-01,
Grand Rapids,Manitoba,Town,Registered,2012-01-01,
Grandview,Manitoba,Rural Municipality,Registered,2012-01-01,
Grandview,Manitoba,Town,Registered,2012-01-01,
Grassland,Manitoba,Municipality,Registered,2015-01-01,
Gretna,Manitoba,Town,Registered,2012-01-01,
Grey,Manitoba,Rural Municipality,Registered,2012-01-01,
Hamiota,Manitoba,Rural Municipality,Terminated,2015-01-01,
Hamiota,Manitoba,Town,Terminated,2015-01-01,
Hamiota,Manitoba,Municipality,Registered,2015-01-01,
Hanover,Manitoba,Rural Municipality,Registered,2012-01-01,
Harrison,Manitoba,Rural Municipality,Registered,2012-01-01,
Hartney,Manitoba,Town,Terminated,2015-01-01,
Headingley,Manitoba,Rural Municipality,Registered,2012-01-01,
Hillsburg,Manitoba,Rural Municipality,Terminated,2015-01-01,
Hillsburg-Roblin-Shell River,Manitoba,Municipality,Registered,2015-01-01,
Kelsey,Manitoba,Rural Municipality,Registered,2012-01-01,
Killarny-Turtle Mountain,Manitoba,Municipality,Registered,2012-01-01,
La Broquerie,Manitoba,Rural Municipality,Registered,2012-01-01,
Lac du Bonnet,Manitoba,Rural Municipality,Registered,2012-01-01,
Lac du Bonnet,Manitoba,Town,Registered,2012-01-01,
Lakeshore,Manitoba,Rural Municipality,Registered,2015-01-01,
Lakeview,Manitoba,Rural Municipality,Terminated,2015-01-01,
Langford,Manitoba,Rural Municipality,Terminated,2015-01-01,
Lansdowne,Manitoba,Rural Municipality,Terminated,2015-01-01,
Lawrence,Manitoba,Rural Municipality,Terminated,2015-01-01,
Leaf Rapids,Manitoba,Town,Registered,2012-01-01,
Lorne,Manitoba,Rural Municipality,Registered,2012-01-01,
Louise,Manitoba,Rural Municipality,Registered,2012-01-01,
Lynn Lake,Manitoba,Town,Registered,2012-01-01,
MacDonald,Manitoba,Rural Municipality,Registered,2012-01-01,
MacGregor,Manitoba,Town,Registered,2012-01-01,
Manitou,Manitoba,Town,Registered,2012-01-01,
McCreary,Manitoba,Rural Municipality,Registered,2012-01-01,
McCreary,Manitoba,Village,Registered,2012-01-01,
Melita,Manitoba,Town,Registered,2012-01-01,
Miniota,Manitoba,Rural Municipality,Terminated,2015-01-01,
Minitonas,Manitoba,Rural Municipality,Terminated,2015-01-01,
Minitonas,Manitoba,Town,Terminated,2015-01-01,
Minitonas-Bowsman,Manitoba,Municipality,Registered,2015-01-01,
Minnedosa,Manitoba,Town,Registered,2012-01-01,
Minto,Manitoba,Rural Municipality,Registered,2012-01-01,
Montcalm,Manitoba,Rural Municipality,Registered,2012-01-01,
Morden,Manitoba,Town,Registered,2012-01-01,
Morris,Manitoba,Rural Municipality,Registered,2012-01-01,
Morris,Manitoba,Town,Registered,2012-01-01,
Morton,Manitoba,Rural Municipality,Registered,2012-01-01,
Mossey River,Manitoba,Rural Municipality,Registered,2012-01-01,
Mountain,Manitoba,Rural Municipality,Registered,2012-01-01,
Mystery Lake,Manitoba,Local Government District,Registered,2012-01-01,
Neepawa,Manitoba,Town,Registered,2012-01-01,
Niverville,Manitoba,Town,Registered,2012-01-01,
Norfolk Treherne,Manitoba,Municipality,Registered,2015-01-01,
North Cypress,Manitoba,Rural Municipality,Terminated,2015-01-01,
North Cypress-Langford,Manitoba,Municipality,Registered,2015-01-01,
North Norfolk,Manitoba,Rural Municipality,Registered,2012-01-01,
Notre Dame de Lourdes,Manitoba,Village,Registered,2012-01-01,
Oak Lake,Manitoba,Town,Registered,2012-01-01,
Oakland,Manitoba,Rural Municipality,Terminated,2015-01-01,
Oakland-Wawanesa,Manitoba,Municipality,Registered,2015-01-01,
Oakview,Manitoba,Municipality,Registered,2015-01-01,
Ochre River,Manitoba,Rural Municipality,Terminated,2015-01-01,
Odanah,Manitoba,Rural Municipality,Registered,2012-01-01,
Park,Manitoba,Rural Municipality,Registered,2012-01-01,
Pembina,Manitoba,Rural Municipality,Registered,2012-01-01,
Pilot Mound,Manitoba,Town,Registered,2012-01-01,
Pinawa,Manitoba,Local Government District,Registered,2012-01-01,
Piney,Manitoba,Rural Municipality,Registered,2012-01-01,
Pipestone,Manitoba,Rural Municipality,Registered,2012-01-01,
Plum Coulee,Manitoba,Town,Registered,2012-01-01,
Portage la Prairie,Manitoba,City,Registered,2012-01-01,
Portage la Prairie,Manitoba,Rural Municipality,Registered,2012-01-01,
Powerview-Pine Falls,Manitoba,Town,Registered,2012-01-01,
Prairie Lakes,Manitoba,Municipality,Registered,2015-01-01,
Prairie View,Manitoba,Municipality,Registered,2015-01-01,
Rapid City,Manitoba,Town,Terminated,2015-01-01,
Reynolds,Manitoba,Rural Municipality,Registered,2012-01-01,
Rhineland,Manitoba,Rural Municipality,Registered,2012-01-01,
Riding Mountain West,Manitoba,Municipality,Registered,2015-01-01,
Ritchot,Manitoba,Rural Municipality,Registered,2012-01-01,
Riverdale,Manitoba,Municipality,Registered,2015-01-01,
Rivers,Manitoba,Town,Terminated,2015-01-01,
Riverside,Manitoba,Rural Municipality,Terminated,2015-01-01,
Riverton,Manitoba,Village,Terminated,2015-01-01,
Roblin,Manitoba,Rural Municipality,Terminated,2015-01-01,
Roblin,Manitoba,Town,Terminated,2015-01-01,
Rockwood,Manitoba,Rural Municipality,Registered,2012-01-01,
Roland,Manitoba,Rural Municipality,Registered,2012-01-01,
Rosedale,Manitoba,Rural Municipality,Registered,2012-01-01,
Rossburn,Manitoba,Rural Municipality,Registered,2012-01-01,
Rossburn,Manitoba,Town,Registered,2012-01-01,
Rosser,Manitoba,Rural Municipality,Registered,2012-01-01,
Russell,Manitoba,Town,Terminated,2015-01-01,
Russell,Manitoba,Rural Municipality,Terminated,2015-01-01,
Russell-Binscarth,Manitoba,Municipality,Registered,2015-01-01,
Saskatchewan,Manitoba,Rural Municipality,Terminated,2015-01-01,
Selkirk,Manitoba,City,Registered,2012-01-01,
Shell River,Manitoba,Rural Municipality,Terminated,2015-01-01,
Shellmouth-Boulton,Manitoba,Rural Municipality,Terminated,2015-01-01,
Shoal Lake,Manitoba,Municipality,Terminated,2015-01-01,
Sifton,Manitoba,Rural Municipality,Registered,2012-01-01,
Siglunes,Manitoba,Rural Municipality,Terminated,2015-01-01,
Silver Creek,Manitoba,Rural Municipality,Terminated,2015-01-01,
Snow Lake,Manitoba,Town,Registered,2012-01-01,
Somerset,Manitoba,Village,Registered,2012-01-01,
Souris,Manitoba,Town,Terminated,2015-01-01,
Souris-Glenwood,Manitoba,Municipality,Registered,2015-01-01,
South Cypress,Manitoba,Rural Municipality,Terminated,2015-01-01,
South Norfolk,Manitoba,Rural Municipality,Terminated,2015-01-01,
Springfield,Manitoba,Rural Municipality,Registered,2012-01-01,
St. Andrews,Manitoba,Rural Municipality,Registered,2012-01-01,
St. Claude,Manitoba,Village,Registered,2012-01-01,
St. Clements,Manitoba,Rural Municipality,Registered,2012-01-01,
